SMILES,HADES,QED,DBPP_SCORE,MolSkill
ClC=CC=C(CCCCCOC1=CC=CCN(CCC1)C(=S)NC(=O)C2=CC=C(Br)C=C2)CO,0.05713048249381926,0.19885947,0.823580486,19.426083
COC=C1C=C(NC(=O)NC2=NC=3C=NN(CCC4=CC=CC=C4)C=3C=NC(=NN2CO)C=CCO)C=C1,0.08032096023398559,0.316600954,0.841574544,3.096511
CCC(C(C)N1N=NN=C1)COC2CCCC2C3=CC4=CC(C)=CC(C)=C4N=C3O,0.04261094053950036,0.618954654,0.003372073,-1.0770926
CCOCCN(CC)CCl,0.01495042425625231,0.33648926,0.993039224,-2.3006752
NC(=O)C=C(NC(F)NCCCCN(C)CSN=C)OCC1=C(F)C=C(Br)C=C1F,0.040872534296507106,0.063696727,0.337369321,11.438225
CCOC(=O)C=CC=C(NC(=O)CSC1=NN=CC=C1C=CC)C2=CC=CC=C2,0.03753438706856311,0.292974103,0.014816533,13.543394
CC=1ON=C(C=1)[C@](C)(O)C#CC2=CC3=COC[C@@](CO)C4=CC(=NN4C3=C2)C(=O)N,0.22216241175675347,0.640207127,0.068113439,11.931157
C1C[C@H1]2N(C3COC3)C4=NC(=NCN4N(C)C2=O)NC=CC=C1CC=C(F)C=C,0.0361240289461071,0.72731366,0.001479007,19.575659
CC1=CC=CC(NC(=O)NC2=CC=C(C=C2)C3=CSC4=C(C=NC(N)=C34)C#CCN5CCOCC5)=C1,0.040453225350663195,0.337951446,0.122294222,2.0952215
CNC(CCC)(C)N,0.036913070648904395,0.53207833,0.997851966,17.85487
C1COC(=O)CN=C(S2CC(=O)NCC(OC)=C2)N=C1N,0.07447352023909702,0.43563408,0.256156307,-0.5947293
C1(=O)NC(=O)C=CC(NC(=O)CBr)=C1,0.34598311533516746,0.737354155,0.719947202,-16.23547
NC=N[C@@H1]CCC=CC=CNC(C1=CC=CC(F)=C1)F,0.16915117249434974,0.251686625,0.006307744,27.243383
C=1CSC=C(C(=N[C@H1](CC(=O)OOCC(C)C)C=NN=C2C=N)C(Cl)C=C2)C=1C,0.022819091834115728,0.280376068,0.005621193,20.37802
N12C=CC=C(CNC3CC=CC=C13)C(N)=N2,0.03809851763606677,0.62771575,0.061185722,10.6751995
FC(F)SC=CC=C(NC(=O)NN1C=NC2=CC=CC=C12)C=C,0.029529726898639808,0.788375022,0.001498987,-4.537554
CN(C)CCNC1=C(C=CC=CN1)S(=O)(=O)C=CC=CF,0.058107982119651604,0.695672768,0.01397011,14.950568
N1C=NC=C(CN2CC=C=CC2(C)C)C(N)=N1,0.04898513137144684,0.683151293,0.003750387,18.155987
COC1=CC=CC(OC)=C1\C=CC(=O)C=C\C=C(Cl)C=C,0.09633687741557737,0.560526152,0.040570461,20.687897
CCNC(=O)C=CC=C(C#C/1)\C1([C@H1]2CC[C@@H1](C)N2CC=C)\C3=CC=CC=C3,0.035775087973267686,0.457737739,0.001760693,12.974247
ClC1=CC=C(CCC=NC=C(C2=CC=C)C=C2)C=C1,0.046407293372743,0.673705063,0.298232219,13.360116
N1C=NC(NCCC2=CC=CC=C23)SC(=NC13)C=4OC=CC=4,0.11948752051679694,0.849224292,0.004726126,4.8609986
C1OC2=CC=C(C=C2)C=CC3=C(CCC=C3[NH1]CCC[NH1]COC=O)C=N1,0.03931933378272341,0.419956622,0.0019026,22.142908
CC=CC=CCNC(=O)CN1CCN(CC1)C2=CC=CC3=CC=CC=C23,0.18369042989155532,0.813652579,0.005107587,13.202541
N1(CS2C=NC(C=3C=CC=CC=3)=C12)CNC=CC=N,0.03247799673269254,0.569037476,0.001458478,7.734384
C[C@@H1](NS(=O)=NC=O)C([C@@H1])NC1=NN=C(CS1)C=CC=C(Cl)C=CS,0.032177370720107255,0.274529366,0.065193503,26.70112
CCN(CC=CC(F)=CC1(O)N(CC(=O)O)C2=CC=CC=C12)C=O,0.1871652502436471,0.557730077,0.000779297,14.563161
N[C@@H1]C1C[C@@H1](CN2C(=NC=C(C)C(=NC(C3=CN=CC(Cl)=C3)=C2Cl)C4=NC(=O)CN4)N5CCO[C@H1]6CCC[C@H1]56)CC1,0.12984565375135806,0.506211339,0.372498667,-3.194603
CCOC(=O)\C=C\C1=CC=C(O)OC1,0.07393980553670629,0.54810029,0.325455128,23.755
C#1OC=CC=CCC=C(C(=O)NC2=CC(Br)=CC=C2N)C(=O)OC#1,0.07748864913693303,0.351443557,0.085581622,19.74558
C1C2=CCON=C([NH1]C=C23)C=C1CC(CC=C)=C3OC,0.031668011426944906,0.801765394,0.001196103,21.908813
NCN=C1NC1=C(CC=CC=C(Cl)C=CCCl)C=O,0.041006479054560195,0.248717923,0.004463741,28.61714
C=CC1=CC=C(C=C1)CSC=O,0.021303760151468138,0.659338875,0.755129639,16.82382
CN(C)C(=C)C=CSC=C(NC[C@@H1](N)C1C2=CC=CC=C23)N=C(N3)C=CC=NC=C1,0.07905527608494278,0.646249376,0.014202387,9.138186
CCOC1=CC=C(C=C12)C=C(NC(=O)C=CC=C(OC(C)C)CC=NN2C=CC=C=O)C(=O)O,0.08055132818604951,0.466716673,0.014549675,3.6126666
C12N(C1)CC=CC2,0.06700824338841821,0.314822632,0.995717983,8.211808
CC[C@@H1](NC1=C(NC2=CC=CC(N(O)N(C)C)=C2O)C(=O)C1=O)C3[C@@H1]C=CS3,0.1818124435613908,0.300374215,0.047916276,18.264587
C=1NC(CC=O)C(C(=C)C(=C)C#N)N2CCNC(C=3OC(Cl)=CC=3)C=12,0.023583870363720092,0.477246959,0.0014435,16.189053
CC=C1C(F)(Cl)CC=C1C(=O)NC2=CC(=O)NC=C2,0.14321525507620503,0.81882149,0.011268471,-15.514424
CCCCC(CC1=CC=CC=C1)NC2=NC(=NC3=CN=CC=C23)C=CC=NC#C,0.02582803158762002,0.421035154,0.011120616,5.8780665
COC1=CC=C2[NH1]C=C(\C=C(/C)\C(\C)C3=CCOC=COCC(OC)=C3)C2=C1,0.10438287964381007,0.774263573,0.014536732,-8.723504
C1[NH1][NH1]C(C=C2C(=O)NC3=CC=CC=C23)=C1C,0.09869371976502732,0.635657656,0.159950872,10.177701
